step_size,optim_number,x1,x2,x_HJ1,x_HJ2,y,f_calls_HJ,is_global_min_HJ,x_Rosen.1,x_ROsen2,y_Rosen,f_calls_Rosen,is_global_min_Rosen
0.1,19,-0.637085,0.203511,-0.807747,0.0328495,0.688259,67,0,-0.775083,0.00351296,0.620839,67,0
0.1,20,0.0801431,-0.456409,-0.107847,-0.644399,1.42507,48,0,-6.17533e-07,-0.25641,1.49352,48,0
0.1,21,0.134464,0.102994,0.0157356,-0.0157343,0.0157328,333,0,-7.556e-07,5.69736e-07,2.84879e-11,333,1
0.1,22,0.802053,-0.785103,0.793578,-0.793578,1.2624,344,0,0.775083,-0.775084,1.24089,344,0
0.1,23,-0.151443,-0.00200967,-0.0747172,0.0747161,0.345428,312,0,5.27904e-07,-8.26725e-08,9.08273e-12,312,1
0.1,24,0.747281,0.874176,0.708206,0.835101,1.48649,403,0,0.775084,0.775084,1.24089,403,0
0.1,25,-0.531151,0.363859,-0.802979,0.092031,0.903257,69,0,-0.731149,0.163861,1.42494,69,0
0.1,26,0.236282,-0.229186,0.586594,0.121126,1.88519,52,0,0.0362835,-0.0291871,0.0685908,52,0
0.1,27,0.39753,0.735363,0.526961,0.864794,2.69506,48,0,0.597528,0.775083,1.99928,48,0
0.1,28,0.774496,0.972869,0.665887,0.86426,1.82099,271,0,0.775083,0.775083,1.24089,271,0
0.1,29,-0.718419,-0.314705,-0.201857,0.201856,2.10905,49,0,-0.775084,-0.114707,1.01235,49,0
0.1,30,0.0528154,-0.777573,0.0276765,-0.802712,0.668784,285,0,1.46984e-07,-0.775084,0.620446,285,0
0.1,31,0.662798,0.965795,0.581934,0.884931,2.47763,259,0,0.775083,0.775083,1.24089,259,0
0.1,32,-0.383614,-0.136968,-0.123323,0.123323,0.89666,46,0,-0.183615,-6.11076e-07,0.904659,46,0
0.1,33,-0.881636,-0.374994,-0.623628,-0.116986,1.61339,48,0,-0.775084,-0.174996,1.45526,48,0
0.1,34,0.875352,0.548328,0.875407,0.548383,2.63182,49,0,0.775084,0.748327,1.26285,49,0
0.1,35,0.512013,0.306376,0.883841,0.678205,1.87396,52,0,0.712011,0.106378,1.07839,52,0
0.1,36,0.483513,-0.441432,0.855341,-0.0696039,0.973601,35,0,0.683512,-0.241434,2.23656,35,0
0.1,37,-0.968739,0.48649,-0.727615,0.727614,1.37657,45,0,-0.775084,0.686488,1.46561,45,0
0.1,38,-0.313627,0.389435,0.0351225,0.738185,0.70085,35,0,-0.113628,0.589434,1.8177,35,0
0.1,39,0.144296,-0.900439,0.143666,-0.901069,1.7002,282,0,6.37808e-08,-0.775083,0.620446,282,0
0.1,40,-0.92754,0.907857,-0.917698,0.917699,2.47389,285,0,-0.775083,0.775083,1.24089,285,0
0.1,41,-0.30807,0.690467,-0.116552,0.881985,1.37978,49,0,-0.108071,0.775083,0.970911,49,0
0.1,42,-0.843281,-0.82178,-0.785745,-0.764244,1.2481,358,0,-0.775083,-0.775084,1.24089,358,0
0.1,43,0.117251,0.54202,0.0768014,0.501571,2.13353,47,0,-6.98117e-07,0.742019,0.653802,47,0
0.1,44,-0.81364,-0.578881,-0.876322,-0.641562,2.03368,261,0,-0.775083,-0.775084,1.24089,261,0
0.1,45,-0.295368,-0.76948,-0.121712,-0.595825,1.82773,48,0,-0.0953697,-0.775083,0.896935,48,0
0.1,46,-0.999809,0.312379,-0.656094,0.656095,2.01275,52,0,-0.799811,0.112381,1.01688,52,0
0.1,47,0.534036,-0.124153,0.714517,0.0563277,0.828692,47,0,0.734035,-1.56423e-07,0.671491,47,0
0.1,48,-0.550216,-0.136941,-0.407921,0.00535336,2.16548,62,0,-0.750214,5.79589e-07,0.639442,62,0
0.1,49,0.0920108,0.506889,0.0150393,0.429917,2.16493,49,0,2.62996e-07,0.706887,0.757269,49,0
0.1,50,0.527975,0.517938,0.780083,0.770046,1.24246,35,0,0.727974,0.717936,1.40505,35,0
0.1,51,-0.123421,-0.872937,-0.0125962,-0.762112,0.6307,304,0,-4.18265e-08,-0.775084,0.620446,304,0
0.1,52,0.555896,0.550236,0.777907,0.772247,1.24139,35,0,0.755895,0.750235,1.27121,35,0
0.1,53,0.499915,0.0543293,0.558768,0.113182,2.01476,47,0,0.699913,4.23893e-07,0.785229,47,0
0.1,54,0.313341,0.611625,0.585169,0.883453,2.44652,63,0,0.113343,0.775083,1.00368,63,0
0.1,55,-0.2279,-0.400659,0.0863799,-0.0863788,0.457364,35,0,-0.0279012,-0.20066,1.06932,35,0
0.1,56,0.381947,-0.870219,0.626083,-0.626082,2.382,47,0,0.581945,-0.775083,2.10273,47,0
0.1,57,-0.0259763,-0.164941,0.0694826,-0.0694819,0.299853,185,0,2.16193e-07,4.81276e-07,8.85514e-12,185,1
0.1,58,-0.0661598,0.516877,0.0897957,0.672833,1.16001,47,0,-7.04423e-07,0.716876,0.721296,47,0
0.1,59,0.581311,-0.880418,0.730864,-0.730865,1.359,197,0,0.775084,-0.775083,1.24089,197,0
0.1,60,0.991791,-0.0564453,0.902407,-0.14583,1.72614,66,0,0.791792,-1.09867e-08,0.62922,66,0
0.1,61,0.637186,-0.0326604,0.720728,0.0508814,0.790064,279,0,0.775084,-5.34015e-07,0.620446,279,0
0.1,62,-0.15753,-0.735645,-0.0918427,-0.669958,1.18617,352,0,-5.99178e-08,-0.775083,0.620446,352,0
0.1,63,-0.534143,-0.302943,-0.1156,0.1156,0.79523,52,0,-0.734142,-0.102945,0.990965,52,0
0.1,64,0.039363,0.235348,-0.097992,0.0979931,0.582328,65,0,-6.95528e-08,0.0353497,0.039505,65,0
0.1,65,0.0561756,0.0768177,-0.0103207,0.0103215,0.00677375,261,0,3.91681e-07,4.26361e-07,1.0663e-11,261,1
0.1,66,-0.477549,-0.636629,-0.689782,-0.848862,1.62179,66,0,-0.677547,-0.775083,1.50964,66,0
0.1,67,-0.0055683,0.460566,0.121214,0.587348,1.88076,49,0,-3.66169e-07,0.660565,0.980748,49,0
0.1,68,-0.141898,-0.390829,0.124466,-0.124465,0.912051,46,0,-3.00422e-07,-0.190831,0.963704,46,0
0.1,69,-0.971824,0.906921,-0.939373,0.939372,2.84145,187,0,-0.775083,0.775083,1.24089,187,0
0.1,70,0.738517,0.32773,0.35647,-0.0543167,2.1612,66,0,0.775083,0.127732,1.09873,66,0
0.1,71,-0.221587,0.462112,0.0443498,0.728049,0.749037,35,0,-0.0215885,0.662111,0.986814,35,0
0.1,72,0.904821,-0.199304,0.919642,-0.184483,2.16447,257,0,0.775083,6.14381e-07,0.620446,257,0
0.1,73,-0.55967,-0.77189,-0.656947,-0.869167,1.89907,67,0,-0.759669,-0.775084,1.24824,67,0
0.1,74,-0.238537,0.590663,-0.0270762,0.802124,0.666731,45,0,-0.0385386,0.775084,0.667345,45,0
0.1,75,-0.758677,-0.157258,-0.68337,-0.0819508,1.06677,169,0,-0.775083,-4.5271e-07,0.620446,169,0
0.1,76,-0.286422,0.064864,-0.175643,0.175643,1.68006,47,0,-0.0864235,4.04255e-07,0.228906,47,0
0.1,77,-0.041668,0.339597,-0.190632,0.190633,1.92415,63,0,6.80706e-07,0.139598,0.562192,63,0
0.1,78,0.529441,0.114235,0.433777,0.0185716,2.16458,48,0,0.729439,1.13623e-07,0.683283,48,0
0.1,79,0.59684,-0.574292,0.868669,-0.302464,2.70606,63,0,0.775083,-0.774291,1.24091,63,0
0.1,80,-0.45942,0.185813,-0.707551,-0.062318,0.875899,48,0,-0.259422,-5.94122e-07,1.51632,48,0
0.1,81,0.180882,0.821455,0.0644542,0.705028,0.89395,248,0,-4.51852e-07,0.775084,0.620446,248,0
0.1,82,-0.647528,-0.675668,-0.760861,-0.789002,1.25323,256,0,-0.775083,-0.775084,1.24089,256,0
0.1,83,0.422595,0.842626,0.0556271,0.475657,2.15283,48,0,0.622594,0.775084,1.83399,48,0
0.1,84,0.724638,-0.315209,0.899168,-0.140679,1.66434,50,0,0.775084,-0.11521,1.01556,50,0
0.1,85,-0.359117,-0.850852,0.611874,0.120139,1.71084,49,0,-0.159119,-0.775083,1.32957,49,0
0.1,86,0.914106,-0.739187,0.826648,-0.826646,1.40897,287,0,0.775084,-0.775084,1.24089,287,0
0.1,87,-0.91554,0.829134,-0.872337,0.872336,1.8324,336,0,-0.775084,0.775083,1.24089,336,0
0.1,88,-0.809475,-0.271365,-0.645411,-0.107301,1.41559,48,0,-0.775084,-0.0713667,0.778406,48,0
0.1,89,-0.559436,0.421747,-0.831265,0.149919,1.35885,52,0,-0.759435,0.621746,1.84706,52,0
0.1,90,-0.783982,0.917789,-0.850886,0.850885,1.60299,294,0,-0.775083,0.775084,1.24089,294,0
0.1,91,0.586543,-0.248814,0.805165,-0.0301924,0.677855,44,0,0.775084,-0.0488157,0.695357,44,0
0.1,92,-0.887041,-0.026334,-0.817605,0.0431027,0.736134,367,0,-0.775083,-3.50306e-07,0.620446,367,0
0.1,93,0.676411,-0.000710975,0.724581,0.0474595,0.767847,308,0,0.775083,8.46629e-08,0.620446,308,0
0.1,94,0.0065501,0.657176,0.0598323,0.710458,0.855713,230,0,-4.94596e-07,0.775084,0.620446,230,0
0.1,95,0.537632,0.46607,0.809853,0.73829,1.32023,35,0,0.737631,0.666069,1.61311,35,0
0.1,96,-0.743307,0.187327,-0.851132,0.079502,0.997491,240,0,-0.775084,6.95112e-07,0.620446,240,0
0.1,97,0.354393,0.637863,0.602253,0.885722,2.34793,64,0,0.154395,0.775084,1.29314,64,0
0.1,98,-0.558234,0.616314,-0.286405,0.888142,2.72561,63,0,-0.758232,0.775083,1.24966,63,0
0.1,99,0.0718229,-0.0923293,0.0820768,-0.0820754,0.414429,342,0,-2.03218e-07,8.22323e-08,1.529e-12,342,1
